season,week,game_type,team,position,depth_chart_position,jersey_number,status,status_description_abbr,full_name,football_name,first_name,last_name,gsis_id,pfr_id,espn_id,sleeper_id,years_exp,rookie_year,birth_date,height,weight,college,entry_year,draft_club,draft_number,pfr_id_conflict,pfr_id_source,data_split
2024,1,REG,ARI,WR,WR,17,RES,R40,Zay Jones,Zay,Isaiah,Jones,00-0033891,JoneZa00,3059722,4080,7,2017,1995-03-30,74.0,200,East Carolina,2017,BUF,37,false,player_identity,validation
2024,1,REG,ARI,OL,G,76,ACT,A01,Will Hernandez,Will,William,Hernandez,00-0034346,HernWi00,,,6,2018,1995-09-02,75.0,327,Texas-El Paso,2018,NYG,34,false,player_identity,validation
2024,1,REG,ARI,LB,ILB,7,ACT,A01,Kyzir White,Kyzir,Kyzir,White,00-0034375,WhitKy00,4039254,5348,6,2018,1996-03-24,74.0,216,West Virginia,2018,LAC,119,false,player_identity,validation
2024,1,REG,ARI,DL,DT,92,ACT,A01,Bilal Nichols,Bilal,Bilal,Nichols,00-0034387,NichBi00,3117922,5302,6,2018,1996-09-14,75.0,313,Delaware,2018,CHI,145,false,player_identity,validation
2024,1,REG,ARI,LB,OLB,45,ACT,A01,Dennis Gardeck,Dennis,Dennis,Gardeck,00-0034473,GardDe01,4334300,5158,6,2018,1994-08-09,72.0,232,Sioux Falls,2018,,,false,player_identity,validation
2024,1,REG,ARI,OL,C,62,ACT,A01,Evan Brown,Evan,Evan,Brown,00-0034495,BrowEv00,,,6,2018,1996-09-16,75.0,302,Southern Methodist,2018,,,false,player_identity,validation
2024,1,REG,ARI,DB,SS,36,CUT,A01,Andre Chachere,Andre,Andre,Chachere,00-0034623,ChacAn00,3125287,5674,6,2018,1996-02-10,72.0,195,San Jose State,2018,,,false,player_identity,validation
2024,1,REG,ARI,DL,DT,93,ACT,A01,Justin Jones,Justin,Justin,Jones,00-0034677,JoneJu03,3116746,5063,6,2018,1996-08-28,75.0,309,North Carolina State,2018,LAC,84,false,player_identity,validation
2024,1,REG,ARI,OL,T,66,DEV,P01,Jackson Barton,Jackson,Jackson,Barton,00-0035003,BartJa00,,,5,2019,1995-08-08,79.0,302,Utah,2019,IND,240,false,player_identity,validation
2024,1,REG,ARI,LB,ILB,2,ACT,A01,Mack Wilson,Mack,Mack,Wilson,00-0035144,WilsMa03,4040983,6131,5,2019,1998-02-14,73.0,240,Alabama,2019,CLE,155,false,player_identity,validation
2024,1,REG,ARI,QB,QB,1,ACT,A01,Kyler Murray,Kyler,Kyler,Murray,00-0035228,MurrKy00,3917315,5849,5,2019,1997-08-07,70.0,207,Oklahoma,2019,ARI,1,false,player_identity,validation
2024,1,REG,ARI,DB,CB,23,ACT,A01,Sean Murphy-Bunting,Sean,Sean,Murphy-Bunting,00-0035239,BuntSe00,3932886,6060,5,2019,1997-06-19,72.0,195,Central Michigan,2019,TB,39,false,player_identity,validation
2024,1,REG,ARI,OL,C,72,ACT,A01,Hjalte Froholdt,Hjalte,Hjalte,Froholdt,00-0035258,FrohHj00,,,5,2019,1996-08-20,77.0,310,Arkansas,2019,NE,118,false,player_identity,validation
2024,1,REG,ARI,OL,T,71,CUT,A01,Dennis Daley,Dennis,Dennis,Daley,00-0035300,DaleDe00,,,5,2019,1996-08-07,78.0,324,South Carolina,2019,CAR,212,false,player_identity,validation
2024,1,REG,ARI,WR,WR,4,ACT,A01,Greg Dortch,Greg,Greg,Dortch,00-0035500,DortGr01,4037235,5970,5,2019,1998-05-29,67.0,173,Wake Forest,2019,,,false,player_identity,validation
2024,1,REG,ARI,WR,WR,86,CUT,A01,Jeff Smith,Jeff,Jeffrey,Smith,00-0035510,SmitJe03,3929118,6557,5,2019,1997-04-21,73.0,195,Boston College,2019,,,false,player_identity,validation
2024,1,REG,ARI,OL,T,73,ACT,A01,Jonah Williams,Jonah,Jonah,Williams,00-0035629,WillJo16,,,5,2019,1997-11-17,77.0,305,Alabama,2019,CIN,11,false,player_identity,validation
2024,1,REG,ARI,DL,DT,91,ACT,A01,L.J. Collier,L.J.,Lawrence,Collier,00-0035636,CollLJ00,3116449,5861,5,2019,1995-09-12,75.0,291,Texas Christian,2019,SEA,29,false,player_identity,validation
2024,1,REG,ARI,DB,FS,34,ACT,A01,Jalen Thompson,Jalen,Jalen,Thompson,00-0035705,ThomJa04,4043089,6711,5,2019,1998-07-18,71.0,190,Washington State,2019,ARI,132,false,player_identity,validation
2024,1,REG,ARI,OL,T,67,CUT,W03,Austen Pleasants,Austen,Austen,Pleasants,00-0035829,PleaAu00,,,4,2020,1997-08-22,79.0,312,Ohio,2020,,,false,player_identity,validation
2024,1,REG,ARI,OL,G,61,RES,R01,Carter O'Donnell,Carter,Carter,O'Donnell,00-0035853,ODonCa00,,,4,2020,1998-12-23,77.0,315,"Alberta, Can.",2020,,,false,player_identity,validation
2024,1,REG,ARI,P,P,12,ACT,A01,Blake Gillikin,Blake,Blake,Gillikin,00-0035859,GillBl00,4045180,7467,4,2020,1998-01-21,74.0,196,Penn State,2020,,,false,player_identity,validation
2024,1,REG,ARI,RB,RB,37,CUT,R01,Tony Jones,Tony,Tony,Jones,00-0035860,JoneTo04,4046676,6984,4,2020,1997-11-24,71.0,225,Notre Dame,2020,,,false,player_identity,validation
2024,1,REG,ARI,WR,WR,82,DEV,P01,Andre Baccellia,Andre,Andre,Baccellia,00-0035876,BaccAn00,3886809,7233,4,2020,1997-01-07,70.0,175,Washington,2020,,,false,player_identity,validation
2024,1,REG,ARI,DL,DT,94,CUT,W03,T.J. Carter,T.J.,T.J.,Carter,00-0035916,,,,4,2020,1998-09-15,76.0,289,Kentucky,2020,,,false,unavailable,validation
2024,1,REG,ARI,LB,ILB,51,ACT,A01,Krys Barnes,Krys,Krystopher,Barnes,00-0035961,BarnKr00,4035817,7268,4,2020,1998-04-02,74.0,235,UCLA,2020,,,false,player_identity,validation
2024,1,REG,ARI,WR,WR,17,DEV,P06,Dan Chisena,Dan,Daniel,Chisena,00-0035976,ChisDa00,3929637,7357,4,2020,1997-02-25,75.0,202,Penn State,2020,,,false,player_identity,validation
2024,1,REG,ARI,OL,C,63,ACT,A01,Trystan Colon,Trystan,Trystan,Colon,00-0035992,ColoTr01,,,4,2020,1998-03-23,75.0,315,Missouri,2020,,,false,player_identity,validation
2024,1,REG,ARI,LB,OLB,58,DEV,P07,Julian Okwara,Julian,Julian,Okwara,00-0036249,OkwaJu00,4046690,6851,4,2020,1997-12-27,76.0,241,Notre Dame,2020,DET,67,false,player_identity,validation
2024,1,REG,ARI,LB,ILB,41,DEV,P07,Markus Bailey,Markus,Markus,Bailey,00-0036314,BailMa01,3917992,6891,4,2020,1997-03-07,73.0,240,Purdue,2020,CIN,215,false,player_identity,validation
2024,1,REG,ARI,OL,C,60,DEV,P07,Keith Ismael,Keith,Keith,Ismael,00-0036342,IsmaKe00,,,4,2020,1998-07-25,75.0,310,San Diego State,2020,WAS,156,false,player_identity,validation
2024,1,REG,ARI,DB,CB,29,CUT,A01,Michael Ojemudia,Michael,Michael,Ojemudia,00-0036390,OjemMi00,3894830,6983,4,2020,1997-09-12,73.0,200,Iowa,2020,DEN,77,false,player_identity,validation
2024,1,REG,ARI,RB,RB,20,ACT,A01,DeeJay Dallas,DeeJay,Demetrius,Dallas,00-0036425,DallDe00,4240631,6931,4,2020,1998-09-16,70.0,214,Miami,2020,SEA,144,false,player_identity,validation
2024,1,REG,ARI,DL,NT,98,ACT,A01,Roy Lopez,Roy,Roy,Lopez,00-0036568,LopeRo00,4040805,7799,3,2021,1997-08-07,74.0,318,Arizona,2021,HOU,195,false,player_identity,validation
2024,1,REG,ARI,TE,TE,47,CUT,W03,Sage Surratt,Sage,Sage,Surratt,00-0036753,SurrSa00,,,3,2021,1998-04-13,75.0,215,Wake Forest,2021,,,false,player_identity,validation
2024,1,REG,ARI,LB,LB,49,CUT,W03,Chris Garrett,Chris,Christopher,Garrett,00-0036863,GarrCh00,4820589,7945,3,2021,1998-06-12,76.0,245,"Concordia, St. Paul",2021,LA,252,false,player_identity,validation
2024,1,REG,ARI,LB,OLB,52,ACT,A01,Victor Dimukeje,Victor,Victor,Dimukeje,00-0036896,DimuVi00,4240464,7788,3,2021,1999-11-18,74.0,265,Duke,2021,ARI,210,false,player_identity,validation
2024,1,REG,ARI,DL,NT,95,ACT,A01,Khyiris Tonga,Khyiris,Khyiris,Tonga,00-0036909,TongKh00,4256074,7756,3,2021,1996-07-07,76.0,340,Brigham Young,2021,CHI,250,false,player_identity,validation
2024,1,REG,ARI,RB,RB,22,DEV,P07,Michael Carter,Michael,Michael,Carter,00-0036924,CartMi03,4240657,7607,3,2021,1999-05-07,68.0,200,North Carolina,2021,NYJ,107,false,player_identity,validation
2024,1,REG,ARI,LB,OLB,25,ACT,A01,Zaven Collins,Zaven,Zaven,Collins,00-0036933,CollZa00,4244606,7637,3,2021,1999-05-19,76.0,260,Tulsa,2021,ARI,16,false,player_identity,validation
2024,1,REG,ARI,DB,FS,30,INA,I01,Darren Hall,Darren,Darren,Hall,00-0036956,HallDa03,4261606,7730,3,2021,2000-05-02,72.0,190,San Diego State,2021,ATL,108,false,player_identity,validation
2024,1,REG,ARI,TE,TE,80,DEV,P03,Bernhard Seikovits,Bernhard,Bernhard,Seikovits,00-0037020,SeikBe00,,,3,2021,1997-07-24,77.0,262,No College,2021,,,false,player_identity,validation
2024,1,REG,ARI,DB,FS,32,ACT,A01,Joey Blount,Joey,Joey,Blount,00-0037141,BlouJo00,4240824,8683,2,2022,1998-11-16,73.0,205,Virginia,2022,,,false,player_identity,validation
2024,1,REG,ARI,OL,T,71,DEV,P01,Luke Tenuta,Luke,Luke,Tenuta,00-0037305,TenuLu00,,,2,2022,1999-09-01,80.0,322,Virginia Tech,2022,BUF,209,false,player_identity,validation
2024,1,REG,ARI,LB,OLB,43,INA,I01,Jesse Luketa,Jesse,Jesse,Luketa,00-0037330,LukeJe00,4361419,8322,2,2022,1999-01-15,75.0,242,Penn State,2022,ARI,256,false,player_identity,validation
2024,1,REG,ARI,DB,SS,35,CUT,W03,Verone McKinley III,Verone,Verone,McKinley,00-0037354,McKiVe00,4360692,8353,2,2022,1999-06-29,71.0,194,Oregon,2022,,,false,player_identity,validation
2024,1,REG,ARI,DB,CB,38,CUT,W03,Delonte Hood,Delonte,Delonte,Hood,00-0037418,HoodDe00,,,2,2022,2000-10-17,72.0,185,Peru State,2022,,,false,player_identity,validation
2024,1,REG,ARI,LB,LB,58,CUT,W03,Tyreek Maddox-Williams,Tyreek,Tyreek,Maddox-Williams,00-0037469,MaddTy00,,,2,2022,1997-10-28,72.0,235,Rutgers,2022,,,false,player_identity,validation
2024,1,REG,ARI,TE,TE,85,ACT,A01,Trey McBride,Trey,Trey,McBride,00-0037744,McBrTr01,4361307,8130,2,2022,1999-11-22,76.0,245,Colorado State,2022,ARI,55,false,player_identity,validation
2024,1,REG,ARI,OL,G,78,DEV,P01,Marquis Hayes,Marquis,Marquis,Hayes,00-0037748,HayeMa00,,,2,2022,1999-02-14,77.0,324,Oklahoma,2022,ARI,257,false,player_identity,validation
2024,1,REG,ARI,QB,QB,19,DEV,P06,Desmond Ridder,Desmond,Desmond,Ridder,00-0038122,RiddDe00,4239086,8159,2,2022,1999-08-31,75.0,215,Cincinnati,2022,ATL,74,false,player_identity,validation
2024,1,REG,ARI,WR,WR,86,CUT,W03,Daylen Baldwin,Daylen,Daylen,Baldwin,00-0038147,BaldDa01,4262900,8928,2,2022,1999-11-24,74.0,219,Michigan,2022,,,false,player_identity,validation
2024,1,REG,ARI,TE,TE,81,INA,I01,Travis Vokolek,Travis,Travis,Vokolek,00-0038456,VokoTr00,4259324,11381,1,2023,1998-06-04,78.0,260,Nebraska,2023,,,false,player_identity,validation
2024,1,REG,ARI,OL,T,70,ACT,A01,Paris Johnson Jr.,Paris,Paris,Johnson,00-0038540,JohnPa03,,,1,2023,2001-07-03,78.0,315,Ohio State,2023,ARI,6,false,player_identity,validation
2024,1,REG,ARI,WR,WR,14,ACT,A01,Michael Wilson,Michael,Michael,Wilson,00-0038559,WilsMi02,4360761,10232,1,2023,2000-02-23,74.0,209,Stanford,2023,ARI,94,false,player_identity,validation
2024,1,REG,ARI,OL,G,59,INA,I01,Jon Gaines II,Jon,Jon,Gaines,00-0038571,GainJo00,,,1,2023,1999-05-24,76.0,300,UCLA,2023,ARI,122,false,player_identity,validation
2025,1,REG,ARI,DL,DE,93,ACT,A01,Calais Campbell,Calais,Calais,Campbell,00-0026190,CampCa99,11284,125,17,2008,1986-09-01,80.0,300,Miami,2008,ARI,50,false,player_identity,test
2025,1,REG,ARI,LS,LS,46,ACT,A01,Aaron Brewer,Aaron,Aaron,Brewer,00-0028946,BrewAa00,15241,1122,13,2012,1990-07-05,77.0,232,San Diego State,2012,,,false,player_identity,test
2025,1,REG,ARI,OL,T,68,ACT,A01,Kelvin Beachum,Kelvin,Kelvin,Beachum,00-0029316,BeacKe00,,,13,2012,1989-06-08,75.0,308,SMU,2012,PIT,248,false,player_identity,test
2025,1,REG,ARI,QB,QB,7,ACT,A01,Jacoby Brissett,Jacoby,Jacoby,Brissett,00-0033119,BrisJa00,2578570,3257,9,2016,1992-12-11,76.0,235,N.C. State; Florida,2016,NE,91,false,player_identity,test
2025,1,REG,ARI,DL,DT,94,ACT,A01,Dalvin Tomlinson,Dalvin,Dalvin,Tomlinson,00-0033546,TomlDa00,2979860,4092,8,2017,1994-02-18,75.0,318,Alabama,2017,NYG,55,false,player_identity,test
2025,1,REG,ARI,RB,RB,6,ACT,A01,James Conner,James,James,Conner,00-0033553,ConnJa00,3045147,4137,8,2017,1995-05-05,73.0,233,Pittsburgh,2017,PIT,105,false,player_identity,test
2025,1,REG,ARI,DB,SS,3,ACT,A01,Budda Baker,Budda,Budda,Baker,00-0033890,BakeBu00,3127287,4081,8,2017,1996-01-10,70.0,195,Washington,2017,ARI,36,false,player_identity,test
2025,1,REG,ARI,WR,WR,17,ACT,A01,Zay Jones,Zay,Isaiah,Jones,00-0033891,JoneZa00,3059722,4080,8,2017,1995-03-30,74.0,200,East Carolina,2017,BUF,37,false,player_identity,test
2025,1,REG,ARI,OL,G,76,INA,I01,Will Hernandez,Will,William,Hernandez,00-0034346,HernWi00,,,7,2018,1995-09-02,75.0,327,Texas-El Paso,2018,NYG,34,false,player_identity,test
2025,1,REG,ARI,LB,OLB,10,ACT,A01,Josh Sweat,Josh,Josh,Sweat,00-0034381,SweaJo00,3693166,4999,7,2018,1997-03-29,77.0,253,Florida State,2018,PHI,130,false,player_identity,test
2025,1,REG,ARI,DL,DT,92,RES,R04,Bilal Nichols,Bilal,Bilal,Nichols,00-0034387,NichBi00,3117922,5302,7,2018,1996-09-14,75.0,313,Delaware,2018,CHI,145,false,player_identity,test
2025,1,REG,ARI,OL,G,63,ACT,A01,Evan Brown,Evan,Evan,Brown,00-0034495,BrowEv00,,,7,2018,1996-09-16,75.0,302,SMU,2018,,,false,player_identity,test
2025,1,REG,ARI,DL,DT,98,RES,R01,Justin Jones,Justin,Justin,Jones,00-0034677,JoneJu03,3116746,5063,7,2018,1996-08-28,75.0,309,N.C. State,2018,LAC,84,false,player_identity,test
2025,1,REG,ARI,LB,ILB,2,ACT,A01,Mack Wilson,Mack,Mack,Wilson,00-0035144,WilsMa03,4040983,6131,6,2019,1998-02-14,73.0,240,Alabama,2019,CLE,155,false,player_identity,test
2025,1,REG,ARI,QB,QB,1,ACT,A01,Kyler Murray,Kyler,Kyler,Murray,00-0035228,MurrKy00,3917315,5849,6,2019,1997-08-07,70.0,207,Oklahoma; Texas A&M,2019,ARI,1,false,player_identity,test
2025,1,REG,ARI,DB,CB,23,RES,R05,Sean Murphy-Bunting,Sean,Sean,Murphy-Bunting,00-0035239,BuntSe00,3932886,6060,6,2019,1997-06-19,72.0,195,Central Michigan,2019,TB,39,false,player_identity,test
2025,1,REG,ARI,OL,C,72,ACT,A01,Hjalte Froholdt,Hjalte,Hjalte,Froholdt,00-0035258,FrohHj00,,,6,2019,1996-08-20,77.0,310,Arkansas,2019,NE,118,false,player_identity,test
2025,1,REG,ARI,WR,WR,4,ACT,A01,Greg Dortch,Greg,Greg,Dortch,00-0035500,DortGr01,4037235,5970,6,2019,1998-05-29,67.0,173,Wake Forest,2019,,,false,player_identity,test
2025,1,REG,ARI,OL,T,73,ACT,A01,Jonah Williams,Jonah,Jonah,Williams,00-0035629,WillJo16,,,6,2019,1997-11-17,77.0,305,Alabama,2019,CIN,11,false,player_identity,test
2025,1,REG,ARI,DL,DT,91,ACT,A01,L.J. Collier,L.J.,Lawrence,Collier,00-0035636,CollLJ00,3116449,5861,6,2019,1995-09-12,74.0,291,TCU,2019,SEA,29,false,player_identity,test
2025,1,REG,ARI,DB,FS,34,ACT,A01,Jalen Thompson,Jalen,Jalen,Thompson,00-0035705,ThomJa04,4043089,6711,6,2019,1998-07-18,71.0,190,Washington State,2019,ARI,132,false,player_identity,test
2025,1,REG,ARI,P,P,12,ACT,A01,Blake Gillikin,Blake,Blake,Gillikin,00-0035859,GillBl00,4045180,7467,5,2020,1998-01-21,74.0,196,Penn State,2020,,,false,player_identity,test
2025,1,REG,ARI,WR,WR,82,DEV,P01,Andre Baccellia,Andre,Andre,Baccellia,00-0035876,BaccAn00,3886809,7233,5,2020,1997-01-07,70.0,175,Washington,2020,,,false,player_identity,test
2025,1,REG,ARI,WR,WR,86,RES,R01,Trishton Jackson,Trishton,Trishton,Jackson,00-0035934,JackTr02,4046715,7009,5,2020,1998-03-09,73.0,191,Syracuse,2020,,,false,player_identity,test
2025,1,REG,ARI,OL,G,60,DEV,P07,Nick Leverett,Nick,Nick,Leverett,00-0036105,LeveNi00,,,5,2020,1997-11-11,76.0,310,Rice; North Carolina Central,2020,,,false,player_identity,test
2025,1,REG,ARI,LB,ILB,27,ACT,A01,Akeem Davis-Gaither,Akeem,Akeem,Davis-Gaither,00-0036298,DaviAk01,3917142,6860,5,2020,1997-09-21,74.0,215,Appalachian State,2020,CIN,107,false,player_identity,test
2025,1,REG,ARI,TE,TE,47,DEV,P07,Josiah Deguara,Josiah,Josiah,Deguara,00-0036332,DeguJo00,3914151,7050,5,2020,1997-02-14,74.0,240,Cincinnati,2020,GB,94,false,player_identity,test
2025,1,REG,ARI,OL,G,71,CUT,A01,Royce Newman,Royce,Royce,Newman,00-0036631,NewmRo00,,,4,2021,1997-08-17,77.0,305,Mississippi,2021,GB,142,false,player_identity,test
2025,1,REG,ARI,WR,WR,80,DEV,P01,Simi Fehoko,Simi,Simione,Fehoko,00-0036646,FehoSi00,4360739,7812,4,2021,1997-11-05,76.0,227,Stanford,2021,DAL,179,false,player_identity,test
2025,1,REG,ARI,OL,T,64,DEV,P07,Jake Curhan,Jake,Jake,Curhan,00-0036795,CurhJa00,,,4,2021,1998-02-09,78.0,330,California,2021,,,false,player_identity,test
2025,1,REG,ARI,RB,RB,22,DEV,P07,Michael Carter,Michael,Michael,Carter,00-0036924,CartMi03,4240657,7607,4,2021,1999-05-07,68.0,200,North Carolina,2021,NYJ,107,false,player_identity,test
2025,1,REG,ARI,LB,OLB,25,ACT,A01,Zaven Collins,Zaven,Zaven,Collins,00-0036933,CollZa00,4244606,7637,4,2021,1999-05-19,76.0,260,Tulsa,2021,ARI,16,false,player_identity,test
2025,1,REG,ARI,DB,FS,30,DEV,P07,Darren Hall,Darren,Darren,Hall,00-0036956,HallDa03,4261606,7730,4,2021,2000-05-02,72.0,190,San Diego State,2021,ATL,108,false,player_identity,test
2025,1,REG,ARI,LB,OLB,5,ACT,A01,Baron Browning,Baron,Baron,Browning,00-0036995,BrowBa01,4241987,7681,4,2021,1999-02-19,75.0,240,Ohio State,2021,DEN,105,false,player_identity,test
2025,1,REG,ARI,OL,T,79,CUT,P03,Roy Mbaeteka,Roy,Roy,Mbaeteka,00-0037040,MbaeRo00,,,4,2022,2000-02-13,80.0,309,"",2021,,,false,player_identity,test
2025,1,REG,ARI,DB,FS,32,ACT,A01,Joey Blount,Joey,Joey,Blount,00-0037141,BlouJo00,4240824,8683,3,2022,1998-11-16,73.0,205,Virginia,2022,,,false,player_identity,test
2025,1,REG,ARI,LB,ILB,53,CUT,W03,Vi Jones,Vi,Levi,Jones,00-0037153,JoneVi00,4259636,8691,3,2022,1998-05-05,74.0,220,N.C. State,2022,,,false,player_identity,test
2025,1,REG,ARI,RB,RB,20,INA,I01,Bam Knight,Zonovan,Zonovan,Knight,00-0037157,KnigZo00,4427728,8122,3,2022,2001-04-11,71.0,210,N.C. State,2022,,,false,player_identity,test
2025,1,REG,ARI,LB,ILB,51,RES,R01,J.J. Russell,J.J.,Javarius,Russell,00-0037491,RussJJ00,4243366,8869,3,2022,1998-10-12,73.0,225,Memphis,2022,,,false,player_identity,test
2025,1,REG,ARI,OL,C,62,CUT,W03,Dohnovan West,Dohnovan,Dohnovan,West,00-0037531,,,,3,2022,,,300,,2022,,,false,unavailable,test
2025,1,REG,ARI,LB,OLB,49,CUT,W03,Benton Whitley,Benton,Benton,Whitley,00-0037638,WhitBe00,4247722,8746,3,2022,1999-02-12,76.0,250,Holy Cross,2022,,,false,player_identity,test
2025,1,REG,ARI,TE,TE,85,ACT,A01,Trey McBride,Trey,Trey,McBride,00-0037744,McBrTr01,4361307,8130,3,2022,1999-11-22,76.0,245,Colorado State,2022,ARI,55,false,player_identity,test
2025,1,REG,ARI,TE,TE,81,ACT,A01,Travis Vokolek,Travis,Travis,Vokolek,00-0038456,VokoTr00,4259324,11381,2,2023,1998-06-04,78.0,260,Nebraska; Rutgers,2023,,,false,player_identity,test
2025,1,REG,ARI,OL,T,70,ACT,A01,Paris Johnson Jr.,Paris,Paris,Johnson,00-0038540,JohnPa03,,,2,2023,2001-07-03,78.0,315,Ohio State,2023,ARI,6,false,player_identity,test
2025,1,REG,ARI,WR,WR,14,ACT,A01,Michael Wilson,Michael,Michael,Wilson,00-0038559,WilsMi02,4360761,10232,2,2023,2000-02-23,74.0,209,Stanford,2023,ARI,94,false,player_identity,test
2025,1,REG,ARI,K,K,38,ACT,A01,Chad Ryland,Chad,Chad,Ryland,00-0038567,RylaCh00,4363538,10955,2,2023,1999-10-15,72.0,183,Maryland; Eastern Michigan,2023,NE,112,false,player_identity,test
2025,1,REG,ARI,OL,G,71,ACT,A01,Jon Gaines II,Jon,Jon,Gaines,00-0038571,GainJo00,,,2,2023,1999-05-24,76.0,300,UCLA,2023,ARI,122,false,player_identity,test
2025,1,REG,ARI,LB,ILB,44,ACT,A01,Owen Pappoe,Owen,Owen,Pappoe,00-0038600,PappOw00,4567219,10969,2,2023,2000-09-29,72.0,226,Auburn,2023,ARI,168,false,player_identity,test
2025,1,REG,ARI,DL,DT,55,ACT,A01,Dante Stills,Dante,Dante,Stills,00-0038623,StilDa01,4362225,11015,2,2023,1999-12-14,76.0,285,West Virginia,2023,ARI,213,false,player_identity,test
2025,1,REG,ARI,DB,CB,38,CUT,W03,Steven Gilmore,Steven,Steven,Gilmore,00-0038655,GilmSt01,4374338,11487,2,2023,1999-09-17,72.0,170,Marshall,2023,,,false,player_identity,test
2025,1,REG,ARI,DB,CB,24,RES,R01,Starling Thomas V,Starling,Starling,Thomas,00-0038663,ThomSt01,4363408,11343,2,2023,2000-01-25,70.0,195,UAB,2023,,,false,player_identity,test
2025,1,REG,ARI,RB,RB,31,ACT,A01,Emari Demercado,Emari,Emari,Demercado,00-0038705,DemeEm00,4362478,11199,2,2023,1999-01-20,69.0,210,TCU,2023,,,false,player_identity,test
2025,1,REG,ARI,OL,T,66,DEV,P06,Demontrey Jacobs,Demontrey,Demontrey,Jacobs,00-0038792,JacoDe00,,,2,2023,1998-11-22,78.0,315,South Florida Community College; Grambling State,2023,,,false,player_identity,test
2025,1,REG,ARI,DL,NT,79,ACT,A01,PJ Mustipher,P.J.,P.J.,Mustipher,00-0038795,MustPJ00,4361421,11436,2,2023,1998-11-10,76.0,318,Penn State,2023,,,false,player_identity,test
2025,1,REG,ARI,DB,CB,35,CUT,W03,Ekow Boye-Doe,Ekow,Ekow,Boye-Doe,00-0038956,BoyeEk00,,,2,2023,1999-11-04,72.0,171,Kansas State,2023,,,false,player_identity,test
2025,1,REG,ARI,DB,CB,13,INA,I01,Kei'Trel Clark,Kei'Trel,Kei'Trel,Clark,00-0038984,ClarKe02,4426923,11014,2,2023,2001-03-19,70.0,177,Louisville,2023,ARI,180,false,player_identity,test
2025,1,REG,ARI,DB,CB,21,ACT,A01,Garrett Williams,Garrett,Garrett,Williams,00-0039007,WillGa00,4568506,10932,2,2023,2001-06-01,70.0,189,Syracuse,2023,ARI,72,false,player_identity,test
2025,1,REG,ARI,TE,TE,84,ACT,A01,Elijah Higgins,Elijah,Elijah,Higgins,00-0039041,HiggEl00,4426844,10231,2,2023,2000-10-27,75.0,234,Stanford,2023,MIA,197,false,player_identity,test
2025,1,REG,ARI,LB,OLB,9,RES,R04,BJ Ojulari,B.J.,Jamiu,Ojulari,00-0039155,OjulBJ00,4429111,10908,2,2023,2002-04-05,74.0,250,LSU,2023,ARI,41,false,player_identity,test
